ssn,firstName,lastName,studyStatus,department
1600080,E,Vu Le Le Tran,TRUE,D10
1670081,E,Tran Hua,TRUE,D1
1680082,D,Le Tran Le,TRUE,D9
1610083,B,Le Tran Le,FALSE,D3
1600084,E,Bui Mai Nguyen Vu,FALSE,D11
1660085,A,Bui Mai,TRUE,D10
1690086,A,Nguyen Hua Phung Le,FALSE,D9
1610087,B,Tran Vu,TRUE,D8
1630088,D,Le Le Bui Phung,FALSE,D3
1630089,C,Mai Hua Nguyen Nguyen,TRUE,D11
1600090,A,Tran Tran Bui,TRUE,D3
1670091,A,Bui Hua Vu,TRUE,D10
1640092,D,Nguyen Hua Hua Bui,TRUE,D3
1650093,A,Mai Vu Mai,TRUE,D11
1610094,E,Tran Bui Le Bui,TRUE,D7
1630095,D,Vu Vu Vu Tran,FALSE,D5
1680096,D,Hua Hua Hua Le,TRUE,D11
1600097,A,Hua Mai Nguyen Bui,TRUE,D2
1600098,D,Nguyen Hua Hua Bui,TRUE,D2
1620099,E,Le Tran Nguyen Mai,TRUE,D10
1790000,D,Tran Le Nguyen Mai,TRUE,D5
1700001,C,Vu Le,TRUE,D11
1780002,C,Nguyen Tran,FALSE,D4
1770003,A,Phung Nguyen Mai Le,TRUE,D1
1770004,C,Nguyen Phung,TRUE,D6
1710005,B,Phung Phung Hua Le,TRUE,D6
1710006,E,Nguyen Phung Hua Tran,TRUE,D7
1720007,C,Le Nguyen Bui Le,TRUE,D1
1780008,B,Hua Le Vu Bui,TRUE,D5
1710009,C,Tran Phung,TRUE,D11
1750010,C,Le Tran,FALSE,D6
1710011,C,Phung Le Nguyen Bui,TRUE,D11
1770012,A,Phung Tran Nguyen,TRUE,D4
1720013,D,Hua Nguyen Phung,TRUE,D11
1750014,E,Bui Phung Le Vu,TRUE,D4
1740015,C,Phung Phung Vu Hua,TRUE,D10
1780016,D,Tran Mai,TRUE,D4
1750017,C,Vu Hua Phung,TRUE,D1
1740018,D,Bui Hua,TRUE,D2
1750019,D,Hua Vu Nguyen Nguyen,TRUE,D7
1740020,B,Bui Bui Phung,TRUE,D1
1760021,B,Phung Le Vu Bui,FALSE,D10
1700022,C,Tran Le Le Nguyen,TRUE,D8
1780023,D,Nguyen Bui,TRUE,D8
1710024,A,Tran Bui Mai,TRUE,D11
1700025,A,Bui Mai Le,TRUE,D7
1730026,A,Tran Le Vu,TRUE,D7
1720027,E,Vu Hua Le Tran,TRUE,D7
1760028,A,Bui Vu Tran,TRUE,D4
1720029,E,Phung Nguyen,TRUE,D4
1750030,B,Vu Le Bui Nguyen,FALSE,D1
1770031,C,Le Phung,TRUE,D1
1700032,C,Bui Mai Tran,TRUE,D10
1750033,E,Phung Tran Phung,TRUE,D11
1750034,B,Tran Bui Hua Phung,TRUE,D7
1730035,D,Le Bui Tran Mai,TRUE,D7
1780036,D,Le Vu,TRUE,D11
1780037,A,Bui Vu Phung,FALSE,D3
1740038,C,Tran Le,TRUE,D11
1790039,A,Tran Nguyen Tran,TRUE,D4
1780040,C,Bui Tran Le Nguyen,TRUE,D9
1740041,A,Nguyen Tran,FALSE,D8
1710042,E,Nguyen Bui Le,TRUE,D1
1790043,A,Vu Nguyen Bui Vu,TRUE,D2
1750044,D,Mai Le Nguyen,TRUE,D9
1730045,E,Vu Phung,TRUE,D8
1770046,B,Vu Le Phung Le,TRUE,D9
1740047,E,Vu Hua,TRUE,D5
1790048,B,Tran Phung,TRUE,D2
1790049,A,Mai Hua Tran Vu,TRUE,D4
1720050,A,Vu Nguyen,TRUE,D11
1760051,A,Mai Vu Le,TRUE,D4
1760052,B,Phung Vu,TRUE,D9
1740053,C,Tran Bui Nguyen Le,TRUE,D6
1700054,D,Phung Mai,TRUE,D6
1730055,D,Hua Phung Le,TRUE,D5
1740056,C,Mai Bui Mai,TRUE,D3
1730057,A,Le Mai,TRUE,D2
1790058,E,Le Tran,TRUE,D1
1790059,B,Bui Tran,TRUE,D9
1780060,D,Mai Phung Phung Nguyen,TRUE,D4
1720061,C,Hua Vu Vu Tran,TRUE,D11
1790062,B,Nguyen Le,FALSE,D1
1760063,B,Mai Vu Tran,TRUE,D3
1760064,A,Bui Bui Le Phung,FALSE,D5
1780065,B,Tran Mai,TRUE,D9
1730066,D,Bui Hua Vu,TRUE,D6
1780067,B,Vu Vu Le,TRUE,D7
1760068,C,Le Vu,TRUE,D10
1780069,B,Le Vu,TRUE,D6
1770070,C,Bui Nguyen,TRUE,D9
1780071,D,Hua Le Vu Vu,TRUE,D11
1760072,D,Le Nguyen,TRUE,D11
1760073,A,Le Phung,TRUE,D2
1770074,E,Nguyen Le Mai Nguyen,TRUE,D10
1720075,B,Tran Hua Bui,FALSE,D8
1730076,A,Vu Vu Hua,TRUE,D3
1770077,A,Mai Tran,TRUE,D11
1730078,E,Vu Mai,TRUE,D8
1700079,B,Mai Bui Hua,TRUE,D10
1780080,A,Bui Hua Tran Nguyen,FALSE,D7
1770081,E,Nguyen Mai Le Bui,TRUE,D8
1780082,E,Tran Vu,TRUE,D7
1770083,C,Hua Nguyen Bui Vu,TRUE,D6
1770084,D,Mai Hua Nguyen,TRUE,D4
1780085,A,Bui Mai Hua,TRUE,D6
1710086,C,Tran Tran Le Vu,FALSE,D2
1780087,A,Bui Mai,TRUE,D5
1770088,E,Le Le Phung,TRUE,D5
1700089,A,Le Phung,TRUE,D11
1780090,C,Phung Hua Phung Le,TRUE,D8
1740091,D,Le Vu Vu,TRUE,D10
1700092,C,Tran Mai Mai Le,TRUE,D9
1780093,A,Tran Le Nguyen,TRUE,D9
1790094,B,Mai Bui,TRUE,D11
1750095,C,Tran Phung Bui Hua,TRUE,D10
1750096,C,Tran Vu,FALSE,D10
1740097,D,Nguyen Tran Bui,FALSE,D4
1710098,D,Nguyen Nguyen Bui,TRUE,D5
1760099,E,Hua Le,FALSE,D4
1820000,A,Nguyen Phung Hua Hua,TRUE,D2
1830001,C,Nguyen Bui Bui,TRUE,D3
1840002,E,Nguyen Nguyen,TRUE,D7
1830003,B,Le Phung Tran,TRUE,D1
1840004,C,Tran Vu,TRUE,D8
1810005,E,Nguyen Vu Vu,TRUE,D11
1840006,D,Vu Hua Bui,TRUE,D10
1820007,B,Vu Bui,TRUE,D5
1800008,B,Mai Hua,TRUE,D6
1850009,B,Mai Vu Nguyen,FALSE,D7
1880010,A,Vu Phung,TRUE,D10
1820011,E,Vu Hua Tran,TRUE,D5
1890012,D,Nguyen Bui Hua,TRUE,D6
1860013,B,Phung Bui Phung,TRUE,D11
1810014,E,Hua Tran Phung Hua,TRUE,D6
1810015,B,Hua Vu Vu Mai,TRUE,D9
1860016,A,Bui Le,TRUE,D8
1840017,D,Vu Hua Le Nguyen,TRUE,D4
1860018,A,Hua Nguyen Bui Vu,TRUE,D9
1860019,A,Nguyen Nguyen,TRUE,D11
1880020,D,Nguyen Hua Tran Bui,TRUE,D8
1830021,B,Vu Le Hua,TRUE,D10
1810022,E,Hua Le,TRUE,D5
1880023,B,Vu Bui,FALSE,D3
1850024,A,Vu Bui Mai Tran,TRUE,D11
1870025,C,Phung Le Tran Mai,TRUE,D9
1860026,B,Bui Mai,TRUE,D9
1860027,A,Vu Tran Phung,TRUE,D11
1890028,B,Le Bui Tran,FALSE,D2
1800029,A,Bui Vu Phung,TRUE,D5
1860030,C,Hua Bui Tran,TRUE,D6
1800031,D,Vu Hua,TRUE,D6
1870032,C,Bui Tran Vu,FALSE,D9
1870033,C,Bui Nguyen,TRUE,D6
1870034,D,Bui Nguyen Le,TRUE,D7
1880035,C,Vu Le,TRUE,D3
1890036,E,Nguyen Bui Phung Mai,TRUE,D10
1890037,C,Hua Phung,FALSE,D7
1860038,E,Phung Nguyen Vu Nguyen,FALSE,D3
1860039,E,Bui Bui,TRUE,D6
1810040,D,Phung Hua Hua,TRUE,D6
1870041,A,Phung Hua,TRUE,D6
1870042,B,Le Tran Bui Phung,TRUE,D1
1870043,D,Hua Vu,TRUE,D2
1810044,B,Hua Vu Tran,TRUE,D8
1870045,C,Phung Mai Le,TRUE,D4
1810046,B,Phung Mai Bui Vu,TRUE,D11
1810047,E,Le Vu,TRUE,D2
1800048,E,Phung Tran,TRUE,D2
1880049,B,Mai Phung,TRUE,D4
1830050,D,Mai Bui,TRUE,D11
1810051,B,Nguyen Tran Phung,TRUE,D2
1820052,E,Phung Vu,TRUE,D8
1840053,B,Mai Hua Nguyen Mai,TRUE,D1
1860054,E,Tran Nguyen,TRUE,D5
1860055,A,Phung Vu Vu Hua,TRUE,D1
1840056,E,Vu Hua Phung Bui,TRUE,D5
1880057,E,Le Mai Vu Phung,TRUE,D8
1850058,E,Hua Nguyen,TRUE,D8
1810059,D,Tran Bui,TRUE,D5
1820060,E,Tran Tran,TRUE,D11
1870061,D,Tran Le Le Tran,TRUE,D11
1830062,B,Mai Hua,TRUE,D10
1800063,D,Tran Tran,TRUE,D5
1840064,B,Le Nguyen,TRUE,D8
1810065,A,Phung Vu Vu,TRUE,D10
1830066,A,Bui Tran Vu Mai,TRUE,D9
1820067,E,Mai Tran,TRUE,D2
1870068,A,Mai Vu Bui,TRUE,D9
1880069,C,Vu Phung Nguyen Tran,TRUE,D4
1820070,D,Tran Nguyen Hua Vu,FALSE,D10
1810071,A,Hua Nguyen Phung,TRUE,D1
1860072,C,Phung Hua Vu,TRUE,D1
1860073,E,Mai Nguyen Bui Le,TRUE,D4
1830074,D,Vu Le Nguyen Tran,FALSE,D2
1810075,B,Bui Nguyen,TRUE,D8
1800076,E,Nguyen Mai Mai Le,TRUE,D5
1870077,C,Phung Vu,TRUE,D8
1830078,B,Nguyen Tran Nguyen Bui,TRUE,D11
1890079,B,Bui Mai,TRUE,D1
1800080,A,Phung Le Mai Le,TRUE,D7
1880081,C,Hua Hua,TRUE,D3
1870082,E,Bui Phung Mai,TRUE,D9
1800083,D,Phung Le,TRUE,D3
1870084,A,Phung Hua Hua,TRUE,D11
1850085,C,Nguyen Nguyen Mai Phung,TRUE,D6
1840086,C,Nguyen Bui Bui,TRUE,D9
1800087,D,Le Phung,TRUE,D3
1880088,E,Tran Mai,TRUE,D9
1800089,B,Vu Tran Le,TRUE,D9
1850090,B,Tran Phung,TRUE,D2
1860091,C,Hua Nguyen Phung Tran,TRUE,D1
1870092,A,Tran Le,TRUE,D10
1810093,E,Hua Mai Tran Bui,TRUE,D7
1840094,B,Tran Le,TRUE,D10
1820095,A,Hua Phung Phung Phung,TRUE,D7
1810096,E,Phung Phung,TRUE,D6
1820097,B,Tran Phung Nguyen Le,TRUE,D2
1880098,A,Phung Vu,TRUE,D10
1860099,D,Bui Phung Hua,TRUE,D7
1920000,B,Vu Phung,TRUE,D10
1960001,A,Mai Tran,TRUE,D8
1960002,B,Vu Vu Mai Bui,TRUE,D1
1980003,D,Le Le,TRUE,D11
1900004,A,Phung Tran Phung,TRUE,D3
1920005,B,Tran Bui,FALSE,D6
1920006,D,Bui Vu Nguyen,TRUE,D11
1960007,B,Bui Bui,TRUE,D5
1970008,E,Tran Nguyen Nguyen,TRUE,D1
1900009,A,Nguyen Le,FALSE,D6
1900010,A,Hua Mai Tran Le,TRUE,D1
1960011,E,Nguyen Vu Bui,TRUE,D8
1990012,C,Hua Bui Bui Le,TRUE,D9
1950013,B,Le Phung Mai,FALSE,D5
1970014,C,Nguyen Tran Phung Vu,TRUE,D4
1920015,C,Phung Nguyen Hua,TRUE,D4
1950016,E,Hua Hua Bui Vu,TRUE,D2
1910017,B,Tran Phung Vu,TRUE,D8
1920018,C,Tran Tran Bui Mai,TRUE,D3
1910019,A,Bui Bui Phung,TRUE,D2
1950020,B,Bui Mai,TRUE,D3
1920021,D,Bui Nguyen Phung Vu,TRUE,D10
1930022,E,Nguyen Hua Tran Hua,TRUE,D9
1940023,E,Bui Bui Nguyen,TRUE,D2
1920024,E,Mai Le Bui Phung,TRUE,D8
1980025,E,Vu Hua,TRUE,D5
1910026,C,Le Bui Bui Vu,TRUE,D1
1970027,C,Vu Vu,TRUE,D8
1980028,A,Bui Mai Tran,TRUE,D1
1960029,B,Tran Bui,TRUE,D1
1970030,E,Nguyen Nguyen Hua,TRUE,D3
1990031,C,Hua Tran Bui,TRUE,D9
1960032,A,Nguyen Phung Hua Mai,TRUE,D1
1920033,E,Mai Tran Bui Mai,TRUE,D10
1990034,D,Tran Le Mai Nguyen,TRUE,D8
1930035,A,Nguyen Vu,FALSE,D9
1940036,C,Mai Hua Le,TRUE,D7
1920037,E,Vu Phung Mai,TRUE,D10
1940038,D,Hua Vu Mai Nguyen,TRUE,D2
1940039,C,Nguyen Phung Phung Mai,TRUE,D2
1960040,A,Bui Le Mai,FALSE,D2
1940041,C,Nguyen Phung,TRUE,D6
1970042,A,Tran Mai Tran Bui,TRUE,D10
1980043,E,Le Hua Hua,TRUE,D11
1960044,D,Le Hua Bui Tran,TRUE,D1
1980045,E,Phung Tran Mai Vu,TRUE,D6
1940046,E,Le Vu,TRUE,D10
1930047,C,Bui Mai Bui Hua,TRUE,D9
1910048,B,Bui Nguyen,TRUE,D10
1910049,D,Mai Nguyen,FALSE,D7
1970050,E,Tran Hua,TRUE,D7
1930051,C,Bui Nguyen Phung Tran,TRUE,D7
1980052,D,Le Le Mai Le,TRUE,D2
1930053,B,Hua Nguyen Bui,TRUE,D2
1960054,E,Phung Vu Nguyen Nguyen,TRUE,D7
1950055,C,Tran Le,FALSE,D1
1940056,E,Le Vu,TRUE,D7
1980057,C,Vu Vu Vu,FALSE,D5
1910058,B,Vu Hua Bui,TRUE,D3
1920059,E,Bui Vu Le Vu,TRUE,D6
1920060,C,Nguyen Phung Bui,TRUE,D2
1950061,D,Nguyen Vu Le,TRUE,D2
1920062,A,Nguyen Hua,TRUE,D1
1990063,D,Bui Vu,TRUE,D7
1920064,D,Phung Le,TRUE,D2
1940065,B,Mai Le Le Tran,TRUE,D5
1950066,D,Hua Bui Tran,TRUE,D4
1940067,E,Bui Phung Hua Vu,TRUE,D11
1900068,D,Phung Phung,TRUE,D3
1980069,E,Bui Le Tran,TRUE,D1
1900070,A,Hua Vu,TRUE,D11
1960071,D,Nguyen Le,TRUE,D9
1900072,B,Le Phung,FALSE,D11
1950073,D,Mai Nguyen,TRUE,D6
1900074,E,Phung Bui,TRUE,D7
1930075,E,Hua Nguyen Phung Tran,TRUE,D1
1910076,B,Le Vu,TRUE,D3
1930077,A,Bui Phung Mai Mai,TRUE,D7
1980078,D,Mai Le Hua Tran,TRUE,D9
1950079,E,Vu Tran Nguyen,TRUE,D8
1930080,B,Le Vu Vu,TRUE,D5
1910081,A,Vu Phung Nguyen,TRUE,D1
1920082,E,Nguyen Tran Le Vu,TRUE,D8
1940083,B,Bui Nguyen Vu Nguyen,TRUE,D1
1960084,C,Nguyen Nguyen Mai,TRUE,D9
1920085,B,Tran Vu Hua,TRUE,D3
1990086,E,Bui Bui,TRUE,D4
1990087,C,Mai Le Hua Phung,TRUE,D1
1920088,D,Mai Bui Nguyen Nguyen,FALSE,D11
1970089,B,Phung Bui Mai Le,TRUE,D11
1960090,B,Nguyen Phung,TRUE,D10
1930091,D,Mai Nguyen Tran,TRUE,D10
1970092,A,Vu Mai Bui,TRUE,D3
1980093,B,Le Bui Mai,TRUE,D7
1920094,D,Le Tran,TRUE,D1
1910095,D,Le Mai Nguyen,FALSE,D6
1920096,E,Phung Phung,TRUE,D11
1960097,D,Phung Bui,TRUE,D2
1980098,C,Mai Mai Le,TRUE,D6
1930099,A,Hua Tran,TRUE,D8
2000000,D,Vu Hua,TRUE,D10
2050001,D,Bui Nguyen,TRUE,D4
2060002,C,Phung Mai Hua Bui,TRUE,D7
2050003,A,Le Nguyen Le Nguyen,TRUE,D5
2030004,B,Le Nguyen,TRUE,D10
2070005,E,Mai Nguyen Phung,TRUE,D5
2040006,B,Hua Phung Mai Mai,TRUE,D4
2010007,C,Vu Le Bui,TRUE,D1
2080008,B,Vu Bui Vu Nguyen,TRUE,D3
2010009,C,Tran Hua,TRUE,D10
2070010,E,Mai Bui,FALSE,D3
2090011,C,Hua Phung Phung,TRUE,D7
2050012,B,Tran Mai Vu Mai,TRUE,D9
2070013,C,Tran Le,TRUE,D7
2070014,A,Tran Bui Hua,TRUE,D9
2010015,D,Tran Nguyen Vu Vu,TRUE,D1
2070016,E,Hua Le Bui Hua,TRUE,D9
2050017,D,Le Nguyen,TRUE,D6
2050018,B,Tran Vu Nguyen Hua,TRUE,D11
2040019,E,Tran Vu Bui Mai,TRUE,D8
2070020,E,Tran Phung Nguyen,FALSE,D11
2020021,B,Phung Mai Vu Tran,TRUE,D10
2040022,B,Tran Le Mai Vu,FALSE,D10
2010023,B,Vu Bui,TRUE,D11
2020024,C,Phung Bui Le,TRUE,D4
2080025,B,Nguyen Le Mai Nguyen,TRUE,D7
2090026,A,Hua Bui,TRUE,D7
2020027,B,Nguyen Vu Vu Bui,TRUE,D11
2030028,E,Bui Mai Phung,TRUE,D9
2020029,D,Nguyen Hua Nguyen Le,TRUE,D9
2080030,C,Phung Le,TRUE,D9
2050031,C,Phung Le Bui,TRUE,D6
2090032,A,Phung Phung,TRUE,D5
2020033,D,Le Le,TRUE,D5
2080034,A,Vu Le Le Phung,TRUE,D2
2090035,E,Mai Phung Phung Mai,TRUE,D6
2030036,E,Phung Nguyen,FALSE,D11
2040037,D,Mai Phung,TRUE,D11
2080038,A,Hua Hua Le Phung,FALSE,D1
2060039,A,Vu Le,TRUE,D9
2060040,B,Tran Nguyen Tran,TRUE,D2
2040041,D,Mai Phung,TRUE,D2
2090042,D,Le Le,FALSE,D8
2010043,A,Bui Phung Bui Le,TRUE,D5
2050044,C,Phung Mai Vu Nguyen,TRUE,D4
2050045,C,Mai Tran Hua,TRUE,D3
2010046,B,Bui Phung Phung Tran,TRUE,D7
2060047,C,Hua Phung,TRUE,D10
2050048,E,Hua Le,TRUE,D8
2030049,D,Tran Vu Le,TRUE,D8
2080050,D,Hua Mai Nguyen Tran,TRUE,D3
2070051,D,Tran Hua Bui Le,FALSE,D7
2000052,B,Nguyen Phung,TRUE,D6
2020053,C,Vu Bui,FALSE,D6
2070054,D,Le Le Bui,TRUE,D7
2000055,E,Mai Vu Tran,TRUE,D10
2060056,E,Mai Le Bui,TRUE,D5
2030057,D,Le Nguyen Tran Le,TRUE,D3
2030058,B,Bui Phung,TRUE,D1
2050059,D,Phung Hua Tran Vu,TRUE,D10
2060060,B,Bui Bui Hua,TRUE,D6
2020061,E,Nguyen Tran,TRUE,D3
2070062,E,Hua Le Nguyen,FALSE,D6
2090063,B,Hua Hua Mai Hua,TRUE,D6
2010064,E,Phung Tran Nguyen Tran,TRUE,D4
2070065,E,Vu Phung,TRUE,D9
2020066,C,Nguyen Vu Tran Vu,TRUE,D9
2030067,C,Tran Bui Mai,TRUE,D4
2030068,B,Tran Tran Tran,TRUE,D3
2090069,A,Le Phung,TRUE,D11
2080070,A,Tran Mai Hua,TRUE,D1
2010071,E,Bui Mai,TRUE,D7
2030072,C,Hua Bui Tran Vu,TRUE,D5
2050073,E,Tran Mai,TRUE,D5
2080074,D,Mai Hua Vu,TRUE,D9
2090075,A,Phung Mai Tran,TRUE,D1
2010076,B,Bui Le,TRUE,D11
2020077,B,Phung Tran Tran,TRUE,D1
2040078,D,Bui Nguyen Vu,TRUE,D9
2060079,D,Hua Mai,TRUE,D1
2020080,D,Hua Le,TRUE,D4
2080081,B,Le Vu Mai,TRUE,D1
2070082,A,Nguyen Hua,TRUE,D11
2000083,B,Phung Phung Nguyen,TRUE,D3
2000084,D,Tran Bui Hua Vu,TRUE,D5
2010085,A,Tran Mai Bui Bui,TRUE,D7
2040086,D,Vu Vu Mai,TRUE,D10
2050087,B,Nguyen Le Nguyen,TRUE,D8
2090088,B,Tran Mai Mai Bui,TRUE,D8
2010089,C,Vu Vu Le,TRUE,D11
2080090,E,Vu Hua Phung Vu,TRUE,D8
2000091,D,Vu Nguyen,TRUE,D4
2070092,B,Le Tran Hua Vu,TRUE,D5
2050093,C,Phung Phung,TRUE,D4
2010094,A,Le Vu,TRUE,D1
2070095,D,Bui Bui Phung,TRUE,D4
2000096,B,Mai Bui Tran,TRUE,D8
2000097,B,Phung Mai,TRUE,D2
2080098,E,Nguyen Bui Tran Mai,TRUE,D10
2040099,A,Nguyen Hua,TRUE,D6
