ssn,firstName,lastName,studyStatus,department
1900051,D,Bui Mai,True,9
1940052,A,Hua Bui Tran Le,True,5
1930053,B,Vu Le,True,10
1950054,C,Phung Nguyen Le,True,5
1980055,C,Tran Phung,True,5
1940056,D,Bui Bui Tran,True,9
1910057,C,Tran Tran,True,6
1970058,E,Phung Vu Mai,True,11
1950059,C,Le Vu Tran Le,True,7
1990060,B,Vu Tran Nguyen Nguyen,True,8
1900061,A,Hua Tran Mai,True,6
1930062,D,Nguyen Mai,True,2
1950063,C,Tran Tran,True,5
1980064,D,Tran Hua Nguyen Le,True,8
1950065,D,Vu Tran Hua,True,2
1990066,B,Nguyen Vu,True,2
1930067,B,Hua Le,False,7
1980068,C,Phung Vu,False,2
1930069,D,Nguyen Bui,True,8
1950070,E,Mai Nguyen Bui,True,4
1970071,C,Phung Tran,True,11
1930072,A,Mai Hua,True,7
1960073,E,Bui Hua Vu Phung,True,8
1920074,B,Phung Tran,True,1
1910075,E,Phung Phung Mai,True,2
1980076,C,Nguyen Bui Nguyen Hua,False,9
1970077,E,Bui Bui,True,4
1970078,E,Phung Nguyen Bui Phung,True,6
1910079,A,Mai Hua Le,True,8
1920080,B,Tran Vu Le,True,11
1990081,A,Tran Hua Mai Tran,True,4
1960082,A,Hua Vu Phung Vu,True,10
1910083,B,Mai Hua Bui Hua,False,4
1930084,D,Vu Bui Phung Tran,True,7
1990085,C,Le Hua,True,3
1930086,A,Vu Phung,True,6
1960087,A,Tran Hua Le Bui,True,9
1900088,D,Hua Mai,True,2
1930089,E,Tran Bui,True,6
1910090,B,Tran Nguyen Le,True,6
1990091,B,Vu Nguyen Phung Le,True,3
1920092,A,Le Phung Le Le,True,10
1940093,C,Phung Vu Bui Nguyen,True,5
1900094,A,Nguyen Vu,False,9
1960095,D,Vu Le Phung,True,6
1940096,C,Bui Hua Nguyen,True,4
1900097,E,Le Hua Bui,True,5
1940098,D,Bui Vu Mai Nguyen,True,4
1980099,D,Nguyen Tran Hua Nguyen,False,1
2040000,C,Nguyen Le Hua,True,5
2060001,E,Hua Nguyen,True,5
2000002,B,Nguyen Phung Le,True,5
2070003,B,Nguyen Vu Vu Nguyen,True,5
2080004,B,Tran Bui Le Le,True,6
2070005,D,Nguyen Vu Hua Hua,True,6
2000006,C,Nguyen Mai,True,10
2000007,E,Phung Tran Hua,True,10
2030008,A,Nguyen Nguyen,True,4
2010009,D,Mai Vu Le,True,11
2020010,D,Bui Mai Phung Vu,True,1
2060011,C,Phung Vu Mai Vu,True,1
2000012,C,Vu Hua Bui Hua,True,4
2060013,A,Hua Bui Hua Hua,True,4
2050014,A,Phung Tran,True,11
2060015,D,Phung Bui Tran,True,7
2050016,E,Le Le Hua Bui,True,3
2090017,C,Bui Tran Le,True,8
2020018,E,Hua Hua Vu,True,11
2060019,E,Mai Nguyen,False,2
2090020,A,Hua Tran,True,3
2000021,B,Nguyen Tran,False,10
2060022,A,Hua Vu,True,2
2090023,B,Hua Phung,True,8
2010024,C,Phung Mai Hua,True,6
2040025,C,Phung Tran Nguyen Tran,True,10
2020026,B,Vu Nguyen Le,True,11
2090027,E,Phung Tran Hua,True,10
2050028,D,Phung Phung,False,9
2090029,D,Le Nguyen Le,True,10
2010030,C,Tran Le Tran Tran,False,8
2030031,E,Tran Hua Tran,True,7
2000032,C,Le Bui Le,True,3
2020033,D,Hua Mai,True,2
2050034,E,Tran Bui,True,4
2010035,E,Le Tran,True,6
2070036,D,Phung Nguyen,False,10
2080037,A,Phung Vu Tran Nguyen,True,4
2000038,C,Nguyen Mai Bui Le,True,11
2010039,E,Tran Tran,True,7
2050040,B,Vu Tran Le Vu,True,6
2070041,E,Mai Tran,True,6
2080042,E,Bui Mai Tran,True,5
2030043,E,Nguyen Mai,True,1
2090044,A,Hua Vu,False,6
2050045,B,Tran Bui,True,3
2060046,E,Mai Nguyen,True,8
2080047,C,Tran Le Phung,False,10
2030048,B,Nguyen Hua Tran Mai,True,8
2050049,E,Mai Bui Vu Mai,True,3
2010050,C,Le Nguyen Hua Tran,True,10
2080051,B,Nguyen Phung Vu Mai,True,10
2060052,E,Hua Le Phung,True,8
2020053,B,Le Bui,True,10
2060054,C,Bui Le,True,8
2030055,C,Tran Le,True,8
2050056,D,Le Phung,True,4
2050057,B,Tran Bui Tran Le,True,2
2040058,D,Mai Phung Nguyen Tran,True,9
2020059,C,Hua Vu,True,6
2020060,B,Bui Le Phung Le,True,6
2070061,B,Tran Nguyen Hua,True,5
2010062,A,Phung Le Phung Hua,True,5
2010063,B,Vu Vu Tran Phung,True,3
2080064,E,Nguyen Tran Mai,True,11
2030065,A,Phung Phung Bui Vu,True,9
2020066,C,Le Tran Nguyen Mai,True,10
2010067,B,Tran Mai Mai,True,2
2000068,B,Phung Le Le Bui,False,10
2030069,D,Nguyen Phung Tran,True,5
2030070,E,Vu Bui,True,4
2060071,C,Vu Vu Le,True,11
2050072,A,Bui Mai,True,7
2040073,C,Nguyen Vu Nguyen,False,1
2020074,B,Nguyen Hua Nguyen Bui,True,10
2080075,B,Phung Mai Vu Hua,True,3
2070076,E,Nguyen Hua,True,6
2050077,B,Phung Nguyen Le Vu,False,10
2080078,C,Le Le Bui,True,9
2040079,A,Phung Vu Nguyen,False,6
2070080,D,Bui Hua Nguyen Le,True,8
2090081,A,Le Vu Bui Hua,True,11
2070082,B,Hua Vu Phung Le,True,9
2000083,E,Nguyen Phung,True,5
2000084,A,Bui Tran,True,8
2050085,C,Bui Mai Mai,True,3
2080086,E,Hua Hua Bui Phung,True,10
2030087,E,Le Le,True,1
2020088,C,Bui Nguyen,True,6
2000089,D,Tran Phung,True,2
2050090,A,Tran Tran Phung Nguyen,True,7
2090091,B,Mai Phung,True,1
2090092,E,Nguyen Hua,True,2
2000093,B,Nguyen Hua Vu,True,9
2090094,E,Bui Vu,True,2
2010095,A,Nguyen Vu Vu,True,5
2000096,E,Vu Tran Nguyen Nguyen,False,3
2090097,D,Bui Tran,False,9
2080098,B,Hua Le Mai Bui,True,10
2090099,A,Le Vu Phung Mai,True,8
